1.000000000000000000e+00,-7.495495727331656644e-02,1.699377373184263462e-01,-3.416570589101486921e-01,3.488212706248673689e-02,2.403041000784062256e-02,-2.351141126552797334e-01,-1.876107810329855352e-01,1.764817162073547829e-01,-6.784629910365932992e-02,4.960725844976269366e-02,-1.104692042954740216e-01,-8.506132020724613274e-02,1.186175238686354300e-01,-6.383599694924609047e-02,-5.781697335575722296e-02,7.255611243589109305e-02,-8.069514587338429135e-02,1.195802455792633195e-01,-1.124084273578894039e-01,1.853193890860032056e-01,-1.569752900425213926e-01,5.520160403978435076e-02,-5.068539760393781651e-02,-1.639327968662980062e-04,2.588336682491867435e-01,-1.332545999087793864e-01,6.685585946881116015e-02,-1.304981090146596356e-01,-8.845988329234426295e-02,-1.301249097169726310e-01,-9.793234302836588412e-02,-1.934913234038000002e-02,-1.313822874463501100e-01,-2.229932910125972667e-01,7.450603253573374884e-02,-3.635895040585070820e-02,2.600766341968727483e-02,3.700030035360519359e-02,6.600641737352237748e-02,2.653851692839883161e-02,-5.321352162687534304e-02,-1.551457731128328132e-01,-1.691233669260394645e-01,-1.448580876680069796e-01
-7.495495727331655256e-02,1.000000000000000000e+00,-3.883218900080790542e-02,1.155619414630695667e-02,9.436125033084472036e-02,5.133692395918114382e-02,1.093867851671422170e-01,7.078624788419347891e-02,-1.449790482915472578e-01,1.738185179244847861e-02,-1.642361955435817783e-02,3.816175214187505355e-02,1.322411687052381934e-01,-6.461889370021833834e-02,-2.776228756058957137e-02,-9.351889169776743393e-03,3.142764102501117984e-02,4.635923782353868622e-02,-1.798656854008115480e-02,5.847960320017481922e-02,2.625978120522202280e-02,-5.726149175272291642e-02,4.372318790368034946e-02,-2.475706372866344832e-02,-2.785338054601017507e-02,4.250789320898024082e-02,-2.399720171996413409e-01,6.554344706157841371e-02,-1.194113166373449719e-01,-1.376958489776972105e-01,-2.178830518188676520e-03,1.163676036311570017e-01,-3.049243378399821985e-02,-7.877466529186663569e-02,6.267097266751404938e-02,-1.089439871007628763e-01,7.472490695791668414e-02,1.816034867983533918e-01,6.253028409730433668e-02,2.759277014110228521e-01,3.026230961746902981e-01,1.411127051557908574e-01,-1.307562190766516086e-02,-2.512205499710424075e-02,-2.502396995029221652e-02
1.699377373184263462e-01,-3.883218900080790542e-02,1.000000000000000000e+00,-7.125682857500371947e-02,1.329028329964534322e-02,6.886934182779714912e-03,-1.301961147757814130e-01,-1.385207613609806265e-01,8.970162610390573776e-02,-9.346957960777584062e-02,3.706556107256241128e-02,-2.488250450007240336e-02,-5.240176056384180520e-02,6.534927295563112970e-02,-1.065054997751114091e-01,3.889409108458170838e-02,1.708654222537629155e-03,-6.139049325567962762e-02,1.852448067807028337e-02,-2.368387363175103715e-03,6.563095697701620129e-03,-2.371916482670298129e-02,-1.269783018304304900e-01,-8.170107401586901297e-02,3.576013790965413830e-01,4.921570730506671237e-02,-7.870098434199267537e-03,2.823635662358859877e-01,-2.028238266241127186e-01,-1.169043835077558796e-01,-2.791747680560977690e-02,-7.364762456395014534e-02,-4.684641899677776528e-02,-2.446012129261745660e-01,-3.322901634238870777e-02,1.738003588164299396e-01,7.161921307378527925e-03,2.645147432502155654e-03,1.185101235804094238e-01,1.334529896930517767e-01,9.829140593269720949e-02,-2.912926540692272609e-02,1.531956473132521646e-01,-1.241212493428526797e-01,-1.194747438394286043e-01
-3.416570589101486921e-01,1.155619414630695493e-02,-7.125682857500371947e-02,9.999999999999998890e-01,5.448367714581882348e-02,-7.409732218309604546e-02,1.797200451847562608e-01,1.243033355721508276e-01,-1.660542917828284615e-01,9.099089686946751354e-02,-4.016624726919954674e-02,9.336548836021196784e-02,6.178886698386777676e-02,1.751463740566413727e-02,6.854611044724587265e-02,-6.312070519584588035e-02,1.778443630715445881e-02,2.441930414744069092e-02,-6.821488597000380238e-02,1.616578716576315133e-01,-7.425218192249660731e-02,-3.182263314940152188e-02,2.715003824314809674e-02,-1.995733772853843305e-02,-9.036821907989349076e-03,-3.438026957507437364e-01,3.748006010741292138e-02,-6.115984161202878827e-02,2.358274693148788501e-02,1.197482737574195703e-02,5.302382273685100900e-02,-2.209549010291515098e-02,3.194640893659238950e-02,7.471577546382782153e-02,1.947904742488876517e-01,-2.120904010278057417e-02,-1.680110495598795620e-02,-9.743925729826715190e-03,3.078959759112101513e-02,-6.402988971017183062e-02,-4.339120073195514016e-02,-1.089451199723382585e-02,3.669600559548412411e-02,1.131128359802363037e-01,1.277928244382231793e-01
3.488212706248673689e-02,9.436125033084472036e-02,1.329028329964534495e-02,5.448367714581881655e-02,9.999999999999998890e-01,-2.073021377925229891e-01,-2.555641562534075387e-02,-4.728998308471957929e-02,-4.663836183179037240e-03,7.552264222887935911e-03,-6.040401787378826826e-02,2.979242230052737972e-02,5.032737918245644426e-02,3.407885516342546578e-02,2.148023638851478609e-02,1.622375002106882583e-02,-2.748287622788983878e-03,-7.883061053350989833e-02,-8.698556824421534162e-03,1.160757694836589936e-02,-3.907577970554521052e-02,2.625741408707032640e-02,-1.107525989816836830e-02,2.116455658197970852e-02,-1.977549513974777642e-02,3.154997359026340958e-02,-3.510870480440505398e-02,-4.458908463656489213e-02,-4.555249399790571585e-02,-6.733973017614278134e-02,-2.829018481741013558e-02,-9.433767120824720909e-03,1.012792328947529213e-01,6.496163188483171022e-04,8.315415176885845860e-03,-7.656151132205705513e-03,-5.327747316058571540e-03,-7.249137180947090760e-03,5.889300934956227980e-03,7.564601429990583381e-02,9.001911169766596554e-02,-9.146631688743989477e-03,1.828374658003721273e-02,5.761035990611462765e-02,5.746895390276429011e-02
2.403041000784062603e-02,5.133692395918114382e-02,6.886934182779714912e-03,-7.409732218309604546e-02,-2.073021377925229891e-01,1.000000000000000000e+00,-7.713257547541879644e-02,-4.915552720686796467e-02,4.988670331246316397e-02,1.672675341204649113e-02,-2.928595643522523273e-02,-4.486807276589018650e-02,2.779604575453440557e-02,-2.296861723102829045e-02,-1.922686536405467106e-02,-5.011189777476688506e-02,9.228562784758839732e-02,-3.054468660121393425e-02,2.940894391228709298e-02,-3.536390445547766409e-02,3.455885417998191822e-02,-2.289828767007468652e-02,1.286157381390724275e-01,-6.920015930914227842e-02,-8.846374723742415902e-02,3.388285279391857474e-02,5.048773906843414920e-03,-4.615091189227067160e-03,-2.078897356443631939e-02,1.337008356947418097e-02,4.034069819418081848e-02,1.005757479388562498e-01,-5.401557758322539371e-02,7.338643942058743243e-03,6.526026150751368382e-02,-5.002124061706202107e-02,4.244823752321925242e-02,3.871402642540610478e-02,2.049837795046926744e-02,1.577657879134520061e-02,4.757546952993215589e-02,1.621269232801881774e-02,-1.139553663677326384e-01,-1.547495284963925418e-04,-1.021915319692233079e-02
-2.351141126552797334e-01,1.093867851671422309e-01,-1.301961147757814130e-01,1.797200451847562608e-01,-2.555641562534075387e-02,-7.713257547541881032e-02,1.000000000000000000e+00,6.420631457185724811e-01,-3.878142570416946988e-01,2.581348615424308157e-01,-2.310261865505124634e-01,1.049837536135088123e-01,4.529517831677510875e-01,-9.160296896503017372e-02,1.283225858242139639e-01,-1.156791457989644750e-01,-1.937247083484491122e-02,2.601105199927283285e-01,-1.168062450578661038e-01,2.431312264314305222e-02,-2.286084055284555439e-02,1.268003442820668514e-01,-4.362023349740534045e-02,9.770297185772996995e-02,-1.037304645454375507e-01,-2.381807275382127886e-01,9.061637748308250251e-02,-1.877694044352411773e-01,-2.361784173867270686e-02,1.430631113352155426e-01,1.613491652042772229e-01,1.169243367401330558e-01,1.492868129644057407e-01,2.065512688438740363e-01,2.497279650607444335e-01,-8.684715650905897727e-03,1.500361794061708109e-02,1.054219054859127560e-03,2.561427813361208741e-02,1.515096682401597967e-03,-2.933054096652975076e-02,-1.325408998205332943e-02,5.970767618778873714e-02,2.261006021687435030e-01,2.246617478041882943e-01
-1.876107810329855630e-01,7.078624788419347891e-02,-1.385207613609806265e-01,1.243033355721508137e-01,-4.728998308471957929e-02,-4.915552720686795773e-02,6.420631457185724811e-01,1.000000000000000000e+00,-1.887312749052176275e-01,1.333931566609200259e-01,-2.004264676431985470e-01,7.938999037249688806e-02,3.075941165651535636e-01,-8.497509935549778237e-02,2.022666082283369748e-01,-2.308612596558170527e-01,2.469834644639365070e-02,3.489776109354560396e-01,-5.985094923968466152e-02,1.194496430987674988e-02,-2.545140500846329590e-02,7.532235728772296302e-02,9.428614080978939271e-02,-4.629838956034388470e-02,-7.283413019157047863e-02,-1.963281605013121878e-01,3.345787446825560646e-02,-1.913904210415150187e-01,3.244950355635433520e-02,1.533424199932313936e-01,1.188968755837152974e-01,9.380002390781456978e-02,1.046805824590681389e-01,1.919556388577184636e-01,1.700115417204040580e-01,-3.990559035173620733e-02,1.306591496630826223e-02,2.141729823089307417e-03,3.007487636033945658e-02,-1.648392770053314180e-04,1.952393415999053791e-02,3.428823772981229312e-02,4.082888554356579880e-02,1.958980208966476788e-01,1.826339619385554669e-01
1.764817162073548107e-01,-1.449790482915472856e-01,8.970162610390573776e-02,-1.660542917828284615e-01,-4.663836183179037240e-03,4.988670331246316397e-02,-3.878142570416947543e-01,-1.887312749052176275e-01,1.000000000000000000e+00,-1.394796318100314791e-01,-3.757491377244729924e-01,-2.603109351795633297e-01,-1.801731122194502321e-01,1.404409989709226869e-01,-4.587850218813959574e-02,7.335870037918770098e-03,-1.788870398392496119e-02,-8.233324728202433274e-02,1.355730923377542196e-01,-7.389042809920814969e-02,5.604520063862983986e-02,-1.220019583780188738e-01,-3.586831693427054019e-02,9.221185815364853558e-03,4.282522152823946271e-02,1.701710416585106300e-01,-1.842447361351678276e-02,7.026438071369224547e-02,-8.758451560781142873e-04,-1.985605007254660423e-02,-5.966588124405886040e-02,-4.868863031870010460e-02,-2.561904953223923670e-02,-1.539854376571398453e-01,-2.407898159712972830e-01,3.632140779166332517e-02,-1.728853563759058520e-02,-4.782495344003317300e-02,-3.695774015337941615e-02,-1.590339031047398322e-02,-3.636000305589137996e-04,-7.844516076025150053e-02,-4.021505650358430523e-02,-1.217583207965102915e-01,-1.235651770318431791e-01
-6.784629910365932992e-02,1.738185179244847514e-02,-9.346957960777584062e-02,9.099089686946751354e-02,7.552264222887935911e-03,1.672675341204649113e-02,2.581348615424308712e-01,1.333931566609200259e-01,-1.394796318100314791e-01,1.000000000000000000e+00,-2.296286014192474023e-01,-1.590817648748702740e-01,-1.101077703673763591e-01,-5.829553794217363916e-02,2.159223666014729315e-01,-5.643917138139020045e-02,1.638151064164278595e-02,-3.102310063557097222e-02,-9.964282009909851412e-02,-1.869097187536867752e-02,5.281162515530331975e-02,9.638658268084666914e-02,6.667627568506480362e-02,-4.014514119870436076e-02,-3.816703837394449378e-02,-1.065398304563038578e-01,-1.522087323852336534e-02,-2.539750749576148020e-02,-5.990333794143510443e-02,6.383063791748433413e-02,4.994021302919678107e-02,1.047743418383930217e-02,4.818867234574857744e-02,8.912770170246146761e-02,8.813182622727677717e-02,2.127653265367072596e-02,-4.097798425531762323e-02,-1.552026127990708063e-02,4.696902196508835614e-02,-7.630078415600981268e-02,2.403892688580114984e-02,3.616788687981717376e-02,-6.175487276320550112e-02,1.080383786843645694e-01,1.136550896907865538e-01
